group,variable,value
01-05,2017,36
01-06,2017,54
01-07,2017,92
01-08,2017,31
01-09,2017,61
01-10,2017,56
01-11,2017,59
01-12,2017,34
01-13,2017,38
01-14,2017,58
01-15,2017,86
01-16,2017,111
01-17,2017,64
01-18,2017,46
01-19,2017,64
01-20,2017,62
01-21,2017,62
01-22,2017,60
01-23,2017,65
01-24,2017,49
01-25,2017,54
01-26,2017,29
01-27,2017,32
01-28,2017,62
01-29,2017,31
01-30,2017,34
01-31,2017,58
02-01,2017,45
02-02,2017,36
02-03,2017,56
02-04,2017,53
02-05,2017,58
02-06,2017,81
02-07,2017,74
02-08,2017,37
02-09,2017,38
02-10,2017,59
02-11,2017,78
02-12,2017,69
02-13,2017,40
02-14,2017,47
02-15,2017,37
02-16,2017,41
02-17,2017,66
02-18,2017,62
02-19,2017,62
02-20,2017,50
02-21,2017,69
02-22,2017,86
02-23,2017,59
02-24,2017,52
02-25,2017,32
02-26,2017,53
02-27,2017,63
02-28,2017,62
03-01,2017,39
03-02,2017,42
03-03,2017,44
03-04,2017,70
03-05,2017,51
03-06,2017,66
03-07,2017,45
03-08,2017,137
03-09,2017,40
03-10,2017,63
03-11,2017,41
03-12,2017,43
03-13,2017,66
03-14,2017,41
03-15,2017,45
03-16,2017,57
03-17,2017,67
03-18,2017,66
03-19,2017,60
03-20,2017,71
03-21,2017,55
03-22,2017,41
03-23,2017,53
03-24,2017,64
03-25,2017,44
03-26,2017,58
03-27,2017,97
03-28,2017,34
03-29,2017,44
03-30,2017,65
03-31,2017,40
04-01,2017,49
04-02,2017,55
04-03,2017,89
04-04,2017,38
04-05,2017,35
04-06,2017,34
04-07,2017,45
04-08,2017,57
04-09,2017,87
04-10,2017,118
04-11,2017,45
04-12,2017,39
04-13,2017,52
04-14,2017,50
04-15,2017,61
04-16,2017,54
04-17,2017,43
04-18,2017,43
04-19,2017,54
04-20,2017,56
04-21,2017,31
04-22,2017,44
04-23,2017,70
04-24,2017,54
04-25,2017,51
04-26,2017,47
04-27,2017,99
04-28,2017,81
04-29,2017,44
04-30,2017,34
05-01,2017,51
05-02,2017,35
05-03,2017,44
05-04,2017,41
05-05,2017,39
05-06,2017,37
05-07,2017,41
05-08,2017,50
05-09,2017,94
05-10,2017,74
05-11,2017,40
05-12,2017,48
05-13,2017,76
05-14,2017,41
05-15,2017,52
05-16,2017,97
05-17,2017,83
05-18,2017,90
05-19,2017,33
05-20,2017,60
05-21,2017,37
05-22,2017,58
05-23,2017,74
05-24,2017,52
05-25,2017,38
05-26,2017,34
05-27,2017,61
05-28,2017,55
05-29,2017,50
05-30,2017,44
05-31,2017,44
06-01,2017,45
06-02,2017,58
06-03,2017,70
06-04,2017,87
06-05,2017,38
06-06,2017,58
06-07,2017,186
06-08,2017,72
06-09,2017,71
06-10,2017,112
06-11,2017,90
06-12,2017,84
06-13,2017,77
06-14,2017,64
06-15,2017,62
06-16,2017,84
06-17,2017,90
06-18,2017,45
06-19,2017,40
06-20,2017,44
06-21,2017,84
06-22,2017,84
06-23,2017,43
06-24,2017,64
06-25,2017,50
06-26,2017,79
06-27,2017,61
06-28,2017,82
06-29,2017,97
06-30,2017,67
07-01,2017,50
07-02,2017,54
07-03,2017,61
07-04,2017,76
07-05,2017,93
07-06,2017,147
07-07,2017,101
07-08,2017,36
07-09,2017,48
07-10,2017,45
07-11,2017,74
07-12,2017,62
07-13,2017,49
07-14,2017,41
07-15,2017,47
07-16,2017,47
07-17,2017,49
07-18,2017,119
07-19,2017,140
07-20,2017,67
07-21,2017,90
07-22,2017,61
07-23,2017,74
07-24,2017,41
07-25,2017,43
07-26,2017,80
07-27,2017,80
07-28,2017,30
07-29,2017,43
07-30,2017,49
07-31,2017,100
08-01,2017,119
08-02,2017,80
08-03,2017,84
08-04,2017,43
08-05,2017,37
08-06,2017,56
08-07,2017,47
08-08,2017,56
08-09,2017,92
08-10,2017,112
08-11,2017,56
08-12,2017,44
08-13,2017,54
08-14,2017,61
08-15,2017,84
08-16,2017,51
08-17,2017,57
08-18,2017,40
08-19,2017,48
08-20,2017,77
08-21,2017,90
08-22,2017,43
08-23,2017,42
08-24,2017,37
08-25,2017,40
08-26,2017,49
08-27,2017,53
08-28,2017,79
08-29,2017,57
08-30,2017,84
08-31,2017,42
09-01,2017,54
09-02,2017,67
09-03,2017,54
09-04,2017,64
09-05,2017,47
09-06,2017,30
09-07,2017,25
09-08,2017,31
09-09,2017,38
09-10,2017,107
09-11,2017,59
09-12,2017,52
09-13,2017,57
09-14,2017,46
09-15,2017,52
09-16,2017,45
09-17,2017,54
09-18,2017,55
09-19,2017,47
09-20,2017,64
09-21,2017,64
09-22,2017,100
09-23,2017,112
09-24,2017,77
09-25,2017,74
09-26,2017,93
09-27,2017,40
09-28,2017,41
09-29,2017,55
09-30,2017,41
10-01,2017,51
10-02,2017,51
10-03,2017,64
10-04,2017,49
10-05,2017,69
10-06,2017,106
10-07,2017,97
10-08,2017,37
10-09,2017,58
10-10,2017,73
10-11,2017,29
10-12,2017,75
10-13,2017,65
10-14,2017,59
10-15,2017,68
10-16,2017,30
10-17,2017,58
10-18,2017,77
10-19,2017,44
10-20,2017,72
10-21,2017,69
10-22,2017,94
10-23,2017,40
10-24,2017,39
10-25,2017,33
10-26,2017,45
10-27,2017,46
10-28,2017,31
10-29,2017,25
10-30,2017,41
10-31,2017,37
11-01,2017,52
11-02,2017,62
11-03,2017,41
11-04,2017,37
11-05,2017,57
11-06,2017,27
11-07,2017,38
11-08,2017,60
11-09,2017,67
11-10,2017,31
11-11,2017,34
11-12,2017,67
11-13,2017,71
11-14,2017,79
11-15,2017,59
11-16,2017,25
11-17,2017,35
11-18,2017,38
11-19,2017,29
11-20,2017,53
11-21,2017,78
11-22,2017,38
11-23,2017,54
11-24,2017,110
11-25,2017,31
11-26,2017,32
11-27,2017,71
11-28,2017,79
11-29,2017,33
11-30,2017,53
12-01,2017,55
12-02,2017,73
12-03,2017,80
12-04,2017,66
12-05,2017,70
12-06,2017,70
12-07,2017,39
12-08,2017,64
12-09,2017,58
12-10,2017,41
12-11,2017,47
12-12,2017,32
12-13,2017,69
12-14,2017,43
12-15,2017,52
12-16,2017,45
12-17,2017,101
12-18,2017,79
12-19,2017,55
12-20,2017,38
12-21,2017,40
12-22,2017,63
12-23,2017,59
12-24,2017,38
12-25,2017,35
12-26,2017,35
12-27,2017,61
12-28,2017,69
12-29,2017,73
12-30,2017,89
12-31,2017,43
01-01,2018,43
01-02,2018,81
01-03,2018,64
01-04,2018,35
01-05,2018,53
01-06,2018,50
01-07,2018,65
01-08,2018,69
01-09,2018,83
01-10,2018,75
01-11,2018,95
01-12,2018,34
01-13,2018,34
01-14,2018,52
01-15,2018,48
01-16,2018,65
01-17,2018,91
01-18,2018,63
01-19,2018,63
01-20,2018,67
01-21,2018,87
01-22,2018,87
01-23,2018,32
01-24,2018,39
01-25,2018,44
01-26,2018,90
01-27,2018,63
01-28,2018,47
01-29,2018,31
01-30,2018,38
01-31,2018,64
02-01,2018,52
02-02,2018,36
02-03,2018,65
02-04,2018,41
02-05,2018,46
02-06,2018,49
02-07,2018,62
02-08,2018,68
02-09,2018,75
02-10,2018,72
02-11,2018,57
02-12,2018,51
02-13,2018,63
02-14,2018,79
02-15,2018,47
02-16,2018,55
02-17,2018,52
02-18,2018,58
02-19,2018,54
02-20,2018,52
02-21,2018,27
02-22,2018,36
02-23,2018,54
02-24,2018,49
02-25,2018,41
02-26,2018,48
02-27,2018,59
02-28,2018,61
03-01,2018,41
03-02,2018,54
03-03,2018,52
03-04,2018,43
03-05,2018,54
03-06,2018,105
03-07,2018,40
03-08,2018,55
03-09,2018,51
03-10,2018,47
03-11,2018,57
03-12,2018,79
03-13,2018,42
03-14,2018,52
03-15,2018,57
03-16,2018,41
03-17,2018,47
03-18,2018,47
03-19,2018,40
03-20,2018,45
03-21,2018,47
03-22,2018,51
03-23,2018,45
03-24,2018,41
03-25,2018,79
03-26,2018,79
03-27,2018,40
03-28,2018,106
03-29,2018,54
03-30,2018,41
03-31,2018,42
04-01,2018,44
04-02,2018,69
04-03,2018,74
04-04,2018,43
04-05,2018,58
04-06,2018,49
04-07,2018,40
04-08,2018,44
04-09,2018,44
04-10,2018,50
04-11,2018,68
04-12,2018,54
04-13,2018,54
04-14,2018,42
04-15,2018,49
04-16,2018,35
04-17,2018,39
04-18,2018,46
04-19,2018,51
04-20,2018,66
04-21,2018,47
04-22,2018,71
04-23,2018,77
04-24,2018,59
04-25,2018,44
04-26,2018,55
04-27,2018,51
04-28,2018,38
04-29,2018,59
04-30,2018,74
05-01,2018,93
05-02,2018,87
05-03,2018,36
05-04,2018,61
05-05,2018,90
05-06,2018,60
05-07,2018,47
05-08,2018,61
05-09,2018,103
05-10,2018,67
05-11,2018,36
05-12,2018,141
05-13,2018,74
05-14,2018,99
05-15,2018,72
05-16,2018,96
05-17,2018,68
05-18,2018,81
05-19,2018,44
05-20,2018,41
05-21,2018,102
05-22,2018,43
05-23,2018,71
05-24,2018,101
05-25,2018,151
05-26,2018,71
05-27,2018,101
05-28,2018,129
05-29,2018,112
05-30,2018,56
05-31,2018,84
06-01,2018,57
06-02,2018,37
06-03,2018,40
06-04,2018,56
06-05,2018,31
06-06,2018,49
06-07,2018,112
06-08,2018,119
06-09,2018,47
06-10,2018,40
06-11,2018,50
06-12,2018,56
06-13,2018,62
06-14,2018,50
06-15,2018,84
06-16,2018,90
06-17,2018,143
06-18,2018,61
06-19,2018,95
06-20,2018,42
06-21,2018,79
06-22,2018,107
06-23,2018,40
06-24,2018,31
06-25,2018,51
06-26,2018,48
06-27,2018,38
06-28,2018,87
06-29,2018,140
06-30,2018,84
07-01,2018,89
07-02,2018,67
07-03,2018,87
07-04,2018,98
07-05,2018,60
07-06,2018,60
07-07,2018,41
07-08,2018,101
07-09,2018,108
07-10,2018,72
07-11,2018,48
07-12,2018,51
07-13,2018,151
07-14,2018,84
07-15,2018,108
07-16,2018,90
07-17,2018,33
07-18,2018,44
07-19,2018,51
07-20,2018,48
07-21,2018,52
07-22,2018,45
07-23,2018,61
07-24,2018,57
07-25,2018,57
07-26,2018,44
07-27,2018,35
07-28,2018,39
07-29,2018,56
07-30,2018,54
07-31,2018,55
08-01,2018,45
08-02,2018,67
08-03,2018,77
08-04,2018,133
08-05,2018,84
08-06,2018,61
08-07,2018,80
08-08,2018,47
08-09,2018,64
08-10,2018,52
08-11,2018,72
08-12,2018,65
08-13,2018,60
08-14,2018,67
08-15,2018,82
08-16,2018,54
08-17,2018,51
08-18,2018,58
08-19,2018,53
08-20,2018,86
08-21,2018,76
08-22,2018,55
08-23,2018,52
08-24,2018,58
08-25,2018,60
08-26,2018,73
08-27,2018,73
08-28,2018,66
08-29,2018,42
08-30,2018,32
08-31,2018,79
09-01,2018,51
09-02,2018,48
09-03,2018,45
09-04,2018,51
09-05,2018,64
09-06,2018,33
09-07,2018,31
09-08,2018,33
09-09,2018,29
09-10,2018,31
09-11,2018,43
09-12,2018,52
09-13,2018,56
09-14,2018,68
09-15,2018,59
09-16,2018,42
09-17,2018,64
09-18,2018,57
09-19,2018,53
09-20,2018,40
09-21,2018,56
09-22,2018,37
09-23,2018,56
09-24,2018,59
09-25,2018,32
09-26,2018,37
09-27,2018,64
09-28,2018,52
09-29,2018,31
09-30,2018,35
10-01,2018,35
10-02,2018,45
10-03,2018,37
10-04,2018,31
10-05,2018,101
10-06,2018,37
10-07,2018,29
10-08,2018,54
10-09,2018,51
10-10,2018,57
10-11,2018,54
10-12,2018,30
10-13,2018,75
10-14,2018,50
10-15,2018,52
10-16,2018,65
10-17,2018,46
10-18,2018,47
10-19,2018,58
10-20,2018,52
10-21,2018,30
10-22,2018,61
10-23,2018,46
10-24,2018,33
10-25,2018,64
10-26,2018,104
10-27,2018,28
10-28,2018,28
10-29,2018,38
10-30,2018,57
10-31,2018,59
11-01,2018,32
11-02,2018,29
11-03,2018,40
11-04,2018,92
11-05,2018,42
11-06,2018,59
11-07,2018,51
11-08,2018,51
11-09,2018,43
11-10,2018,55
11-11,2018,52
11-12,2018,90
11-13,2018,39
11-14,2018,47
11-15,2018,74
11-16,2018,95
11-17,2018,52
11-18,2018,48
11-19,2018,63
11-20,2018,35
11-21,2018,47
11-22,2018,61
11-23,2018,52
11-24,2018,41
11-25,2018,31
11-26,2018,22
11-27,2018,34
11-28,2018,32
11-29,2018,61
11-30,2018,99
12-01,2018,116
12-02,2018,57
12-03,2018,37
12-04,2018,37
12-05,2018,58
12-06,2018,55
12-07,2018,55
12-08,2018,60
12-09,2018,68
12-10,2018,84
12-11,2018,82
12-12,2018,86
12-13,2018,90
12-14,2018,92
12-15,2018,59
12-16,2018,66
12-17,2018,52
12-18,2018,65
12-19,2018,74
12-20,2018,99
12-21,2018,32
12-22,2018,63
12-23,2018,59
12-24,2018,40
12-25,2018,48
12-26,2018,77
12-27,2018,62
12-28,2018,55
12-29,2018,28
12-30,2018,51
12-31,2018,54
01-01,2019,26
01-02,2019,33
01-03,2019,50
01-04,2019,60
01-05,2019,76
01-06,2019,29
01-07,2019,43
01-08,2019,108
01-09,2019,38
01-10,2019,47
01-11,2019,62
01-12,2019,54
01-13,2019,43
01-14,2019,68
01-15,2019,69
01-16,2019,30
01-17,2019,63
01-18,2019,65
01-19,2019,31
01-20,2019,31
01-21,2019,43
01-22,2019,54
01-23,2019,49
01-24,2019,50
01-25,2019,59
01-26,2019,46
01-27,2019,50
01-28,2019,62
01-29,2019,63
01-30,2019,108
01-31,2019,52
02-01,2019,82
02-02,2019,99
02-03,2019,81
02-04,2019,86
02-05,2019,34
02-06,2019,55
02-07,2019,42
02-08,2019,89
02-09,2019,44
02-10,2019,45
02-11,2019,62
02-12,2019,57
02-13,2019,53
02-14,2019,59
02-15,2019,52
02-16,2019,43
02-17,2019,36
02-18,2019,43
02-19,2019,66
02-20,2019,77
02-21,2019,62
02-22,2019,78
02-23,2019,67
02-24,2019,44
02-25,2019,56
02-26,2019,42
02-27,2019,81
02-28,2019,70
03-01,2019,74
03-02,2019,72
03-03,2019,68
03-04,2019,46
03-05,2019,68
03-06,2019,44
03-07,2019,55
03-08,2019,70
03-09,2019,75
03-10,2019,60
03-11,2019,56
03-12,2019,66
03-13,2019,60
03-14,2019,65
03-15,2019,44
03-16,2019,39
03-17,2019,45
03-18,2019,75
03-19,2019,78
03-20,2019,74
03-21,2019,61
03-22,2019,50
03-23,2019,43
03-24,2019,68
03-25,2019,40
03-26,2019,51
03-27,2019,58
03-28,2019,74
03-29,2019,44
03-30,2019,41
03-31,2019,43
04-01,2019,44
04-02,2019,69
04-03,2019,70
04-04,2019,58
04-05,2019,61
04-06,2019,81
04-07,2019,62
04-08,2019,47
04-09,2019,70
04-10,2019,37
04-11,2019,85
04-12,2019,52
04-13,2019,50
04-14,2019,37
04-15,2019,46
04-16,2019,54
04-17,2019,52
04-18,2019,70
04-19,2019,36
04-20,2019,33
04-21,2019,87
04-22,2019,61
04-23,2019,81
04-24,2019,43
04-25,2019,43
04-26,2019,47
04-27,2019,46
04-28,2019,138
04-29,2019,55
04-30,2019,58
05-01,2019,39
05-02,2019,57
05-03,2019,32
05-04,2019,35
05-05,2019,67
05-06,2019,60
05-07,2019,31
05-08,2019,75
05-09,2019,91
05-10,2019,38
05-11,2019,55
05-12,2019,33
05-13,2019,36
05-14,2019,44
05-15,2019,70
05-16,2019,65
05-17,2019,52
05-18,2019,44
05-19,2019,66
05-20,2019,37
05-21,2019,41
05-22,2019,54
05-23,2019,47
05-24,2019,48
05-25,2019,52
05-26,2019,52
05-27,2019,52
05-28,2019,62
05-29,2019,58
05-30,2019,51
05-31,2019,62
06-01,2019,55
06-02,2019,51
06-03,2019,41
06-04,2019,68
06-05,2019,69
06-06,2019,80
06-07,2019,77
06-08,2019,56
06-09,2019,61
06-10,2019,33
06-11,2019,52
06-12,2019,71
06-13,2019,41
06-14,2019,54
06-15,2019,56
06-16,2019,56
06-17,2019,92
06-18,2019,76
06-19,2019,90
06-20,2019,54
06-21,2019,55
06-22,2019,49
06-23,2019,48
06-24,2019,48
06-25,2019,74
06-26,2019,125
06-27,2019,122
06-28,2019,80
06-29,2019,70
06-30,2019,56
07-01,2019,112
07-02,2019,67
07-03,2019,84
07-04,2019,81
07-05,2019,87
07-06,2019,66
07-07,2019,61
07-08,2019,46
07-09,2019,77
07-10,2019,112
07-11,2019,91
07-12,2019,71
07-13,2019,142
07-14,2019,46
07-15,2019,105
07-16,2019,54
07-17,2019,56
07-18,2019,90
07-19,2019,131
07-20,2019,56
07-21,2019,42
07-22,2019,32
07-23,2019,39
07-24,2019,46
07-25,2019,64
07-26,2019,100
07-27,2019,108
07-28,2019,67
07-29,2019,67
07-30,2019,64
07-31,2019,38
08-01,2019,47
08-02,2019,51
08-03,2019,77
08-04,2019,58
08-05,2019,80
08-06,2019,60
08-07,2019,56
08-08,2019,55
08-09,2019,51
08-10,2019,41
08-11,2019,58
08-12,2019,105
08-13,2019,68
08-14,2019,54
08-15,2019,56
08-16,2019,80
08-17,2019,64
08-18,2019,46
08-19,2019,58
08-20,2019,74
08-21,2019,58
08-22,2019,33
08-23,2019,33
08-24,2019,34
08-25,2019,66
08-26,2019,43
08-27,2019,42
08-28,2019,53
08-29,2019,62
08-30,2019,39
08-31,2019,33
09-01,2019,35
09-02,2019,42
09-03,2019,54
09-04,2019,35
09-05,2019,44
09-06,2019,53
09-07,2019,40
09-08,2019,24
09-09,2019,86
09-10,2019,71
09-11,2019,57
09-12,2019,77
09-13,2019,56
09-14,2019,37
09-15,2019,52
09-16,2019,52
09-17,2019,55
09-18,2019,39
09-19,2019,50
09-20,2019,84
09-21,2019,87
09-22,2019,59
09-23,2019,35
09-24,2019,58
09-25,2019,59
09-26,2019,56
09-27,2019,57
09-28,2019,28
09-29,2019,44
09-30,2019,47
10-01,2019,57
10-02,2019,30
10-03,2019,49
10-04,2019,27
10-05,2019,54
10-06,2019,44
10-07,2019,51
10-08,2019,41
10-09,2019,69
10-10,2019,49
10-11,2019,39
10-12,2019,37
10-13,2019,40
10-14,2019,40
10-15,2019,58
10-16,2019,52
10-17,2019,33
10-18,2019,61
10-19,2019,48
10-20,2019,73
10-21,2019,55
10-22,2019,31
10-23,2019,40
10-24,2019,38
10-25,2019,57
10-26,2019,64
10-27,2019,33
10-28,2019,63
10-29,2019,49
10-30,2019,25
10-31,2019,25
11-01,2019,42
11-02,2019,42
11-03,2019,34
11-04,2019,52
11-05,2019,45
11-06,2019,57
11-07,2019,25
11-08,2019,36
11-09,2019,56
11-10,2019,63
11-11,2019,26
11-12,2019,34
11-13,2019,56
11-14,2019,67
11-15,2019,75
11-16,2019,75
11-17,2019,97
11-18,2019,71
11-19,2019,94
11-20,2019,77
11-21,2019,62
11-22,2019,33
11-23,2019,59
11-24,2019,67
11-25,2019,67
11-26,2019,82
11-27,2019,34
11-28,2019,25
11-29,2019,22
11-30,2019,51
12-01,2019,59
12-02,2019,23
12-03,2019,41
12-04,2019,58
12-05,2019,36
12-06,2019,51
12-07,2019,38
12-08,2019,63
12-09,2019,55
12-10,2019,36
12-11,2019,59
12-12,2019,56
12-13,2019,59
12-14,2019,79
12-15,2019,46
12-16,2019,59
12-17,2019,54
12-18,2019,56
12-19,2019,58
12-20,2019,76
12-21,2019,102
12-22,2019,78
12-23,2019,79
12-24,2019,60
12-25,2019,72
12-26,2019,64
12-27,2019,56
12-28,2019,64
12-29,2019,60
12-30,2019,95
12-31,2019,38
01-01,2020,55
01-02,2020,49
01-03,2020,57
01-04,2020,47
01-05,2020,53
01-06,2020,30
01-07,2020,52
01-08,2020,34
01-09,2020,62
01-10,2020,52
01-11,2020,28
01-12,2020,29
01-13,2020,50
01-14,2020,58
01-15,2020,69
01-16,2020,45
01-17,2020,86
01-18,2020,101
01-19,2020,46
01-20,2020,42
01-21,2020,48
01-22,2020,69
01-23,2020,67
01-24,2020,80
01-25,2020,40
01-26,2020,45
01-27,2020,30
01-28,2020,31
01-29,2020,30
01-30,2020,43
01-31,2020,62
02-01,2020,65
02-02,2020,48
02-03,2020,52
02-04,2020,33
02-05,2020,33
02-06,2020,31
02-07,2020,31
02-08,2020,44
02-09,2020,67
02-10,2020,52
02-11,2020,57
02-12,2020,63
02-13,2020,56
02-14,2020,40
02-15,2020,62
02-16,2020,55
02-17,2020,36
02-18,2020,54
02-19,2020,36
02-20,2020,37
02-21,2020,53
02-22,2020,54
02-23,2020,61
02-24,2020,74
02-25,2020,68
02-26,2020,36
02-27,2020,37
02-28,2020,39
02-29,2020,39
03-01,2020,53
03-02,2020,54
03-03,2020,58
03-04,2020,44
03-05,2020,40
03-06,2020,46
03-07,2020,36
03-08,2020,56
03-09,2020,67
03-10,2020,35
03-11,2020,62
03-12,2020,67
03-13,2020,38
03-14,2020,34
03-15,2020,40
03-16,2020,77
03-17,2020,55
03-18,2020,105
03-19,2020,62
03-20,2020,34
03-21,2020,36
03-22,2020,57
03-23,2020,46
03-24,2020,52
03-25,2020,65
03-26,2020,59
03-27,2020,47
03-28,2020,43
03-29,2020,37
03-30,2020,33
03-31,2020,28
04-01,2020,38
04-02,2020,43
04-03,2020,58
04-04,2020,51
04-05,2020,35
04-06,2020,59
04-07,2020,53
04-08,2020,42
04-09,2020,40
04-10,2020,42
04-11,2020,44
04-12,2020,45
04-13,2020,38
04-14,2020,39
04-15,2020,40
04-16,2020,39
04-17,2020,45
04-18,2020,58
04-19,2020,54
04-20,2020,42
04-21,2020,38
04-22,2020,40
04-23,2020,41
04-24,2020,61
04-25,2020,43
04-26,2020,40
04-27,2020,42
04-28,2020,47
04-29,2020,44
04-30,2020,38
05-01,2020,44
05-02,2020,51
05-03,2020,46
05-04,2020,35
05-05,2020,36
05-06,2020,41
05-07,2020,52
05-08,2020,29
05-09,2020,36
05-10,2020,40
05-11,2020,25
05-12,2020,42
05-13,2020,45
05-14,2020,48
05-15,2020,40
05-16,2020,40
05-17,2020,42
05-18,2020,33
05-19,2020,42
05-20,2020,46
05-21,2020,48
05-22,2020,46
05-23,2020,49
05-24,2020,50
05-25,2020,53
05-26,2020,49
05-27,2020,51
05-28,2020,35
05-29,2020,46
05-30,2020,29
05-31,2020,37
06-01,2020,50
06-02,2020,97
06-03,2020,57
06-04,2020,126
06-05,2020,101
06-06,2020,58
06-07,2020,42
06-08,2020,49
06-09,2020,105
06-10,2020,68
06-11,2020,43
06-12,2020,39
06-13,2020,37
06-14,2020,52
06-15,2020,63
06-16,2020,84
06-17,2020,108
06-18,2020,115
06-19,2020,93
06-20,2020,112
06-21,2020,52
06-22,2020,74
06-23,2020,37
06-24,2020,47
06-25,2020,56
06-26,2020,87
06-27,2020,44
06-28,2020,49
06-29,2020,55
06-30,2020,55
07-01,2020,55
07-02,2020,101
07-03,2020,78
07-04,2020,156
